Title;id;adult;backdrop_path;belongs_to_collection;budget;genres;homepage;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;video;vote_average;vote_count
Men in Black: International;479455.0;False;/2FYzxgLNuNVwncilzUeCGbOQzP7.jpg;;110000000.0;[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}];https://www.meninblack.com;en;Men in Black: International;The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.;44.274;/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 49325, 'logo_path': None, 'name': 'Parkes+MacDonald Image Nation', 'origin_country': ''}, {'id': 81620, 'logo_path': '/gNp4dfuBOXmVWdGKb63NfbFNbFi.png', 'name': 'Tencent Pictures', 'origin_country': 'CN'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-12;252608480.0;115.0;[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;The universe is expanding;False;6.0;4130.0
Shaft;486131.0;False;/103d4ObBCWbB6PtOOjZ7C1FSpVl.jpg;{'id': 608103, 'name': 'Shaft (Reboot) Collection', 'poster_path': '/iNs3WpagrJ4tDoR9paeasEt7CmQ.jpg', 'backdrop_path': '/hK9ASFeu7ba6PVWrKkyqjaLvk4V.jpg'};30000000.0;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}];https://www.warnerbros.com/movies/shaft-2019/;en;Shaft;JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.;29.214;/kfZqwGuvEBAysAbCsa0QLKoSYR.jpg;[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 114690, 'logo_path': None, 'name': 'Khalabo Ink Society', 'origin_country': 'US'}, {'id': 114691, 'logo_path': None, 'name': 'Warner Bros. Digital Networks', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-14;21360215.0;111.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;More Shaft than you can handle;False;6.543;1446.0
The Dead Don't Die;535581.0;False;/sg5h0LzhJtkjOnXwT87OBVjB7qJ.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}];https://www.focusfeatures.com/the-dead-dont-die;en;The Dead Don't Die;In a small peaceful town, zombies suddenly rise to terrorize the town. Now three bespectacled police officers and a strange Scottish morgue expert must band together to defeat the undead.;16.162;/fgGzTEoNxptCRtEOpOPvIEdlxAq.jpg;[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 26995, 'logo_path': '/acHyNRG9qZKvr4ZlhsKlojhYeey.png', 'name': 'Animal Kingdom', 'origin_country': 'US'}];[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-05-15;12104595.0;104.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;The Greatest Zombie Cast Ever Disassembled.;False;5.42;2118.0
Murder Mystery;514999.0;False;/8qvo6BdirVSPuzNcDQF1wLO4qa2.jpg;{'id': 929336, 'name': 'Murder Mystery Collection', 'poster_path': '/q3IOfdFSchs82mrl0JJanhtv1Kf.jpg', 'backdrop_path': None};24000000.0;[{'id': 35, 'name': 'Comedy'}];https://www.netflix.com/title/80242619;en;Murder Mystery;On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.;26.85;/bSMSO9xupd4R4vwTPqigHn2quLN.jpg;[{'id': 878, 'logo_path': '/e2AZdsQdkhN0qJhoN4TMYiVPLyb.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}, {'id': 1205, 'logo_path': None, 'name': 'Endgame Entertainment', 'origin_country': 'US'}, {'id': 3574, 'logo_path': '/j3iU6FoWplGPoO1Vxn8fFHX4VPE.png', 'name': 'Denver and Delilah Productions', 'origin_country': 'US'}, {'id': 19367, 'logo_path': None, 'name': 'Vinson Films', 'origin_country': ''}, {'id': 102816, 'logo_path': None, 'name': 'Tower Hill Entertainment', 'origin_country': ''}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'MC', 'name': 'Monaco'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-05-25;0.0;97.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;First class problems. Second class detectives.;False;6.241;3426.0
Plus One;508101.0;False;/9TL90eOg7KfaJOqYSgimZ6yXnRJ.jpg;;0.0;[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];https://www.inwoodroadfilms.com/plus-one;en;Plus One;Two single friends agree to be each others' respective plus one for each wedding they're invited to during a particularly busy nuptial period of their lives.;10.948;/4w3bCp5UkLeemdq8MBNlyA3Zl2J.jpg;[{'id': 2932, 'logo_path': '/4uLKLjGivVg2YnAIhAn8k7ZuVFj.png', 'name': 'Red Hour', 'origin_country': 'US'}, {'id': 80884, 'logo_path': '/nTpiHXhGyh9BZPccglpqt3ql2HY.png', 'name': 'Studio71', 'origin_country': 'US'}, {'id': 123722, 'logo_path': None, 'name': 'RLJE Films', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-14;44112.0;98.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Slovak', 'iso_639_1': 'sk', 'name': 'Slovenčina'}];Released;10 Weddings. 1 Summer. No One Can Survive Alone.;False;7.026;252.0
Being Frank;502149.0;False;/cz9TAWdvlXwCJQ5cNBaQDU9coC7.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}];;en;Being Frank;A seventeen-year-old boy blackmails his father after discovering his secret second family;4.357;/3f9yRUkhYOAmPm5QRv6Oh6M6W0t.jpg;[];[];2019-06-14;0.0;111.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;7.117;30.0
Toy Story 4;301528.0;False;/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg;{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'};175000000.0;[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}];https://www.pixar.com/feature-films-toy-story-4;en;Toy Story 4;"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.";127.733;/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg;[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-19;1073394593.0;100.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Get Ready to Hit the Road;False;7.549;8405.0
Anna;484641.0;False;/e7bMo1klzkJcv9xTjTyUUSnGzhB.jpg;;34000000.0;[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}];https://anna.movie;fr;Anna;Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.;32.164;/2U0oAVAE0lDRhNmJPPYhDW9kQ8t.jpg;"[{'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 5076, 'logo_path': '/xu6t2UIcICfjS7FEoLl58V1sxW2.png', 'name': 'TMC', 'origin_country': 'FR'}, {'id': 6896, 'logo_path': '/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png', 'name': 'EuropaCorp', 'origin_country': 'FR'}, {'id': 8582, 'logo_path': '/vfCXbqutNHCelE6wzrIX4uNBSEE.png', 'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'origin_country': 'CA'}, {'id': 11620, 'logo_path': '/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png', 'name': 'OCS', 'origin_country': 'FR'}, {'id': 18697, 'logo_path': None, 'name': 'Work in Progress', 'origin_country': 'RS'}, {'id': 22123, 'logo_path': '/zPTy6QDAlCKGeAALZoFEL3QAlut.png', 'name': 'TF1', 'origin_country': 'FR'}, {'id': 72425, 'logo_path': None, 'name': 'Skyprod', 'origin_country': ''}, {'id': 174443, 'logo_path': None, 'name': ""Québec Crédit d'Impôt Cinéma et Télévison"", 'origin_country': ''}, {'id': 175822, 'logo_path': None, 'name': 'Fetish Film', 'origin_country': ''}, {'id': 175824, 'logo_path': None, 'name': 'WIP Films', 'origin_country': ''}, {'id': 175825, 'logo_path': None, 'name': 'Ondamax Films', 'origin_country': ''}]";[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GP', 'name': 'Guadaloupe'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-19;31626978.0;119.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}];Released;Never make the weapon the target;False;6.689;2204.0
Child's Play;10585.0;False;/fCsi39CuitAmLSUvUy1EWmKETNx.jpg;"{'id': 10455, 'name': ""Child's Play Collection"", 'poster_path': '/fLWDbZziq47lcN28Q1ILnIMLHEC.jpg', 'backdrop_path': '/aWLxBxRtQP5a6oKkXqGkGYEPmNX.jpg'}";9000000.0;[{'id': 27, 'name': 'Horror'}];;en;Child's Play;A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.;143.974;/7jrOhGtRh6YK7sMfvH1E1f36aVx.jpg;[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];1988-11-09;44196684.0;87.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.661;2386.0
Annabelle Comes Home;521029.0;False;/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg;{'id': 402074, 'name': 'Annabelle Collection', 'poster_path': '/8ouiyGYcv3E1JPrPrC7pLjxlDhC.jpg', 'backdrop_path': '/9e4RfbKBCrQIPKL8Ix8OgibxwJa.jpg'};30000000.0;[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];https://www.warnerbros.com/movies/annabelle-comes-home;en;Annabelle Comes Home;Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.;95.979;/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg;[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11565, 'logo_path': None, 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 76907, 'logo_path': '/hGW1a2skOGoCjK9i7jmLMJjxI7B.png', 'name': 'Atomic Monster', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-26;231252591.0;106.0;[{'english_name': 'Croatian', 'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Serbian', 'iso_639_1': 'sr', 'name': 'Srpski'}];Released;Possess them all;False;6.429;2913.0
Yesterday;515195.0;False;/5om2iHhm2dgv0s2YgPDSEMIkRNx.jpg;;26000000.0;[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}];http://www.yesterdaymovie.com;en;Yesterday;Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.;19.388;/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg;[{'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];2019-06-27;88092097.0;116.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Everyone in the world has forgotten The Beatles. Everyone except Jack…;False;6.72;3309.0
Ophelia;428836.0;False;/sNPS1pf3riNWsuCAh1iDwup6iaF.jpg;;12000000.0;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}];https://www.ifcfilms.com/films/ophelia;en;Ophelia;Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.;22.389;/we449l0ZIgjJHDVFSrpnuYfp0i3.jpg;[{'id': 73666, 'logo_path': None, 'name': 'Covert Media', 'origin_country': 'US'}, {'id': 102958, 'logo_path': None, 'name': 'Bobker / Kruger Films', 'origin_country': ''}, {'id': 102959, 'logo_path': None, 'name': 'Forthcoming Films', 'origin_country': ''}, {'id': 121391, 'logo_path': '/5KgJecIQtV3C0enwkOKIxXrCWup.png', 'name': 'Bert Marcus Film', 'origin_country': ''}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-28;242115.0;114.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Hamlet through her eyes.;False;7.3;402.0
Killers Anonymous;535265.0;False;/ahNBewkTuhp1ckP42MkKSit0ajX.jpg;;0.0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}];;en;Killers Anonymous;A failed attempt to murder a Senator is connected to a group meeting secretly to discuss their darkest urges—to take lives.;11.314;/wpFabJf2J82j4qJyYIMFexmJ8BT.jpg;[{'id': 80069, 'logo_path': None, 'name': 'Posterity Pictures', 'origin_country': 'GB'}, {'id': 122556, 'logo_path': None, 'name': 'Goldfinch', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}];2019-06-27;0.0;95.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;4.797;165.0
Spider-Man: Far From Home;429617.0;False;/vamhMTvh9m9zFHDoR0v1nRtf6T4.jpg;{'id': 531241, 'name': 'Spider-Man (Avengers) Collection', 'poster_path': '/plxMngMDZ3r2OSPn84UlyNHkmwi.jpg', 'backdrop_path': '/AvnqpRwlEaYNVL6wzC4RN94EdSd.jpg'};160000000.0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}];https://www.marvel.com/movies/spider-man-far-from-home;en;Spider-Man: Far from Home;Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.;105.256;/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 84041, 'logo_path': '/nw4kyc29QRpNtFbdsBHkRSFavvt.png', 'name': 'Pascal Pictures', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-28;1131927996.0;129.0;[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}, {'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}];Released;It’s time to step up.;False;7.48;13325.0
Escape Plan: The Extractors;480042.0;False;/ygWKYTu7OnZKF9H5NsgjL9iURGV.jpg;{'id': 525891, 'name': 'Escape Plan Collection', 'poster_path': '/yzYPg7GiB8oZOpT6QTWRVPGaGdC.jpg', 'backdrop_path': '/zQao2h92RYNmhqCvmiReIHcz3Xp.jpg'};3600000.0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}];https://www.lionsgate.com/movies/escape-plan-the-extractors;en;Escape Plan: The Extractors;After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured. Now he and his team must pull off a deadly rescue mission to confront their sadistic foe and save the hostages before time runs out.;26.746;/r15SUgzjL8bablcdEkHk9T7TSRl.jpg;[{'id': 10405, 'logo_path': None, 'name': 'EFO Films', 'origin_country': 'US'}, {'id': 48129, 'logo_path': None, 'name': 'Twirly Films Limited', 'origin_country': ''}, {'id': 90968, 'logo_path': None, 'name': 'Leomus Pictures', 'origin_country': 'CN'}, {'id': 109907, 'logo_path': None, 'name': 'Potato Eater Productions', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-06-20;0.0;97.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;This time it’s personal;False;5.304;678.0
Midsommar;530385.0;False;/aAM3cQmYGjjLQ24m0F0RWfjKQ57.jpg;;9000000.0;[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];https://a24films.com/films/midsommar;en;Midsommar;Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.;52.695;/eycO6M2s38xO1888Gq2gSrXf0A6.jpg;[{'id': 39407, 'logo_path': '/1ht2ayBUdGgKuLRCkTjyGVEY5VL.png', 'name': 'B-Reel Films', 'origin_country': 'SE'}, {'id': 123620, 'logo_path': None, 'name': 'Square Peg', 'origin_country': 'US'}];[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-07-03;47980982.0;147.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}];Released;Let the festivities begin.;False;7.141;5370.0
Stuber;513045.0;False;/Ad0O2lK5XHu1iBywSH039l5dGgA.jpg;;16000000.0;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}];;en;Stuber;After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.;24.837;/gqk7ndiGn9WUT5UDTm6KHwGTv3m.jpg;[{'id': 129200, 'logo_path': None, 'name': 'GoldDay', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-07-11;32400000.0;93.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Saving the day takes a pair.;False;6.678;1090.0
Crawl;511987.0;False;/lm4xH0YwFbVvTgdtau1thNK5S6J.jpg;;13500000.0;[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}];http://crawlmovie.com;en;Crawl;When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.;98.08;/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg;[{'id': 85653, 'logo_path': None, 'name': 'Fire Axe Pictures', 'origin_country': ''}, {'id': 114338, 'logo_path': '/iApSXPfwHZdtt3sR2y5VDoS2BRK.png', 'name': 'Ontario Creates', 'origin_country': 'CA'}, {'id': 122323, 'logo_path': None, 'name': 'Raimi Productions', 'origin_country': 'US'}, {'id': 123998, 'logo_path': None, 'name': 'Serbia Creates Film', 'origin_country': 'RS'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-07-11;91542097.0;88.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;They were here first;False;6.31;2634.0
Point Blank;531503.0;False;/9HyNgy6xYikHRP3veDN26AwCLsB.jpg;;0.0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];https://www.netflix.com/title/80221677;en;Point Blank;A nurse is forced to spring a wounded murder suspect from the hospital when the man’s brother kidnaps his pregnant wife and wants to make a trade.;15.865;/weAvkxl0dnPevIKD8fwHjiOi6tc.jpg;[{'id': 99321, 'logo_path': None, 'name': 'WarParty Films', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-07-12;0.0;86.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;A hell of a day. A hell of a pair.;False;6.053;456.0
The Farewell;565310.0;False;/5INPBiKVRsyp9kgHfsC0cTfvKFH.jpg;;250300.0;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];https://a24films.com/films/the-farewell;en;The Farewell;A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.;14.221;/7ht2IMGynDSVQGvAXhAb83DLET8.jpg;[{'id': 188, 'logo_path': '/40E8iNvy6brH6t4BbmQL211jIpl.png', 'name': 'Big Beach', 'origin_country': 'US'}, {'id': 1473, 'logo_path': None, 'name': 'Depth of Field', 'origin_country': 'US'}, {'id': 118246, 'logo_path': '/d8vi9AHv2rB9DbYGvVHzljbgKos.png', 'name': 'Kindred Spirit', 'origin_country': 'US'}, {'id': 146336, 'logo_path': None, 'name': 'Seesaw Productions', 'origin_country': 'CN'}];[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-07-12;22110994.0;100.0;[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}];Released;Based on an actual lie.;False;7.449;1164.0
