Title;id;adult;backdrop_path;belongs_to_collection;budget;genres;homepage;original_language;original_title;overview;popularity;poster_path;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;video;vote_average;vote_count
Synchronic;549294.0;False;/zh1M8fE2vQ0BKxYzIvMYan7ryV.jpg;;0.0;[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}];https://www.wellgousa.com/films/synchronic;en;Synchronic;Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.;17.103;/wgm4gdJwb7iSYX0uBsRAZmHQmPm.jpg;[{'id': 2373, 'logo_path': None, 'name': 'Patriot Pictures', 'origin_country': 'US'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 105876, 'logo_path': None, 'name': 'Pfaff & Pfaff Productions', 'origin_country': 'US'}, {'id': 105877, 'logo_path': None, 'name': 'Love & Death Productions', 'origin_country': 'US'}, {'id': 105878, 'logo_path': None, 'name': 'Rustic Films', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-23;1019041.0;101.0;[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Time is an illusion.;False;6.265;563.0
Bad Hair;317198.0;False;/tzlgd1gzYxtzCfwoxT6lEls1v7s.jpg;;0.0;[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}];http://disneychannel.disney.com/bad-hair-day;en;Bad Hair Day;The film is about a high school tech whiz (Laura Marano), who is determined to become prom queen. But on the big day, she suddenly wakes up having a bad hair day, and her destroyed prom dress, and everything that can go wrong, does go badly wrong. A police officer (Leigh-Allyn Baker) seeks the necklace that the teen somehow ends up possessing. Prom day goes really bad as the pair is pursued by a dogged jewel thief (Christian Campbell) on a wild ride cross around the city.;13.727;/8gsWYYYOCVWFy2JyMD7HRg6KfyC.jpg;[{'id': 6438, 'logo_path': '/hQVRii7CRnfG0rowSEc6ibt2Pke.png', 'name': 'Muse Entertainment', 'origin_country': 'CA'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}];2015-02-13;0.0;90.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.6;240.0
Friendsgiving;524840.0;False;/iW4NfqKWrIZiVkCkw8bE99sppS4.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}];;en;Friendsgiving;Newly-divorced actress Molly, her recently-dumped lesbian best friend Abby and Molly’s mother Helen host a dysfunctional, comical and chaotic Thanksgiving dinner for their motley crew of close friends and strange acquaintances.;8.897;/s9CGTv4AFmrVkgoydnYFwXPaxGx.jpg;[{'id': 2932, 'logo_path': '/4uLKLjGivVg2YnAIhAn8k7ZuVFj.png', 'name': 'Red Hour', 'origin_country': 'US'}, {'id': 37504, 'logo_path': '/nU7SSlOp2WAdk4e7uVQFl6mo7eL.png', 'name': 'Rhea Films', 'origin_country': 'US'}, {'id': 76992, 'logo_path': '/mw3j3P8SUQJKLSJQrLKuSDO9Xr6.png', 'name': 'Saban Films', 'origin_country': 'US'}, {'id': 100640, 'logo_path': '/5BR67T28TVm2UMH8GCRDftafsaJ.png', 'name': 'Endeavor Content', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-23;0.0;95.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;And you thought family was complicated;False;4.6;52.0
The Craft: Legacy;590995.0;False;/lIE7kfdLBRd0KENNtOaIqPPWNqh.jpg;{'id': 758369, 'name': 'The Craft Collection', 'poster_path': '/6gblwKfs6KSPdB2xVXKbpA8CfQM.jpg', 'backdrop_path': '/rGF759srlDV2gdwBDpRLbN3Rv6m.jpg'};0.0;[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}];https://www.sonypictures.com/movies/blumhousesthecraftlegacy;en;The Craft: Legacy;An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.;66.816;/lhMIra0pqWNuD6CIXoTmGwZ0EBS.jpg;[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 14440, 'logo_path': None, 'name': 'Red Wagon Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-28;1922557.0;94.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Let the ritual begin;False;6.304;625.0
Holidate;615665.0;False;/8veOfB9RbSzFki0Rq3IQIGsFfhC.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];https://www.netflix.com/title/81034553;en;Holidate;Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.;31.644;/oXCLSlCRWWHsSSwLJSVIC0DDWsE.jpg;[{'id': 4022, 'logo_path': '/q6Xts6ztGkTHrY1WfHttlhL3Pfc.png', 'name': 'Wonderland Sound and Vision', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-27;0.0;104.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Who's your perfect plus-one?;False;7.068;1759.0
Come Play;571384.0;False;/gkvOmVXdukAwpG8LjTaHo2l2cWU.jpg;;9000000.0;[{'id': 27, 'name': 'Horror'}];https://www.focusfeatures.com/come-play;en;Come Play;A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.;18.613;/9jy9OzZi0Oy8Hdv603QWujbfCwx.jpg;[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 121685, 'logo_path': '/bAO6cpKP9qoqHoDn4oUjWjZ5auq.png', 'name': 'Amblin Partners', 'origin_country': 'US'}, {'id': 134371, 'logo_path': None, 'name': 'Reliance Entertainment', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-28;8119285.0;96.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;He's good at taking friends.;False;6.4;487.0
His House;575774.0;False;/6aVB2B2GDc4EuNinHgoBgtkuHQz.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];http://www.netflix.com/title/81231197;en;His House;After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.;30.065;/idh2QAy5NwBRN94ScmtWrukvOgJ.jpg;[{'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 829, 'logo_path': '/mzpAmEQ5P1gFvdRoNyCk9q8ngiv.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 10104, 'logo_path': '/wRn5HnYMGeJHmItRypgOZOC6gwY.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 12906, 'logo_path': None, 'name': 'Starchild Pictures', 'origin_country': ''}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];2020-01-27;0.0;93.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;When ghosts follow, they never leave.;False;6.479;861.0
Spell;621151.0;False;/edCKQA7LnN1R7fOPPj2nBIi6xeE.jpg;;0.0;[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}];https://www.paramountmovies.com/movies/spell;en;Spell;A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.;34.986;/4rjHhj1BAREc9zNFU8FheLJQdFf.jpg;[{'id': 96540, 'logo_path': '/AgYjTNeIKOh0yvegPLSjq8EOsif.png', 'name': 'Paramount Players', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-30;0.0;91.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Evil tales have their roots.;False;6.464;304.0
Jungleland;556501.0;False;/3r4WLvWPGgc2fbdmoSoJOsyzh9c.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];;en;Jungleland;Stanley manages his boxer brother Lion but when a devastating loss in the ring leaves the pair in debt, an opportunity to recoup the cash leads to a series of misadventures that threaten to break the bond between them.;9.065;/hJIqDuugvXGMFKL9YlBzrogE2gg.jpg;[{'id': 1645, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'GB'}, {'id': 101339, 'logo_path': '/z6DzfKujoMRgiXAseuG9WphOGs7.png', 'name': 'Romulus Entertainment', 'origin_country': 'US'}, {'id': 123068, 'logo_path': None, 'name': 'Big Red Films', 'origin_country': ''}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-02-14;0.0;90.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.764;106.0
Let Him Go;596161.0;False;/ZLD4pjmMLt9I3t1a7SFJBekIh1.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}];https://www.focusfeatures.com/let-him-go;en;Let Him Go;Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.;17.801;/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg;[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 69686, 'logo_path': None, 'name': 'Mazur / Kaplan Company', 'origin_country': ''}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-05;7997460.0;114.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Fight for family.;False;6.911;453.0
The Informer;466081.0;False;/98sIdYdvnh68Va1JLjcyAuFGZO5.jpg;;60000000.0;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];http://aviron.com/films/the-informer.php;en;The Informer;In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.;14.642;/pbGveUC8mk0QRkdXpERPLbMFnrg.jpg;[{'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road', 'origin_country': 'US'}, {'id': 36109, 'logo_path': '/wca0Jcidf2N1KAPicYMjGoKOmYu.png', 'name': 'The Fyzz', 'origin_country': 'GB'}, {'id': 122390, 'logo_path': None, 'name': 'Maddem Films', 'origin_country': 'GB'}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-08-30;2927708.0;109.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;Choose your enemies wisely;False;6.507;639.0
The Dark and the Wicked;680593.0;False;/7uEioqlOZrjmUQSX9jYVM00E7hk.jpg;;0.0;[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];;en;The Dark and the Wicked;On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.;12.486;/y63Sa7F2YFQPDSNQpS45p1iwTJ1.jpg;[{'id': 20791, 'logo_path': None, 'name': 'Travelling Picture Show Company', 'origin_country': 'US'}, {'id': 49724, 'logo_path': None, 'name': 'Unbroken Pictures', 'origin_country': ''}, {'id': 124975, 'logo_path': None, 'name': 'Inwood Road Films', 'origin_country': ''}, {'id': 136104, 'logo_path': None, 'name': 'Shotgun Shack Pictures', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-29;289157.0;95.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;She told you not to come;False;6.096;272.0
Hillbilly Elegy;592984.0;False;/kCqWQ24m7TjA0RllQMn0JYrcy4a.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];https://www.netflix.com/title/81071970;en;Hillbilly Elegy;An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.;12.971;/aA0D6DKIfLtXYNy94Qq2IW5NiGR.jpg;[{'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-09;0.0;117.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Inspired by a true story three generations in the making.;False;6.812;748.0
Mank;614560.0;False;/hBOH4PNnhcGPgZbZjBwkx9gnNxI.jpg;;25000000.0;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];http://www.netflix.com/title/81117189;en;Mank;1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.;13.597;/4yzTcAtvzyZLLto4z04xobUK9el.jpg;[{'id': 145174, 'logo_path': None, 'name': 'Netflix International Pictures', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-13;122252.0;132.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.78;1315.0
Freaky;551804.0;False;/lVbPO7RjsMWoUwH1ISRbZNbg62s.jpg;;5000000.0;[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];https://www.freaky.movie/;en;Freaky;A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.;36.429;/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg;[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 89115, 'logo_path': '/zQwTHJVIruUlGsa7zIdfXuSm9GG.png', 'name': 'Divide / Conquer', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-12;15104310.0;102.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;Basic switch. Killer new look.;False;6.623;1167.0
Jingle Jangle: A Christmas Journey;622855.0;False;/6C7ZGYeR8QpT3X6C2RFEu6yiSKK.jpg;;0.0;[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}];https://www.netflix.com/title/80232043;en;Jingle Jangle: A Christmas Journey;An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.;38.603;/5RbyHIVydD3Krmec1LlUV7rRjet.jpg;[{'id': 21199, 'logo_path': '/freGVtYt766cJ6HollWKl8RO64a.png', 'name': 'Brillstein Entertainment Partners', 'origin_country': 'US'}, {'id': 53215, 'logo_path': None, 'name': 'Get Lifted Film Company', 'origin_country': 'US'}, {'id': 124805, 'logo_path': None, 'name': '260 Degrees Entertainment', 'origin_country': ''}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-06;0.0;122.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Discover a world of wishes and wonder;False;6.661;418.0
Dreamland;480434.0;False;/1BLx3PDYijbiSPbyozIZESel5Uu.jpg;;0.0;[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}];https://www.paramountmovies.com/movies/dreamland;en;Dreamland;Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.;14.94;/v8ax79K6TZEnMqSS5ePrNCnrK8R.jpg;[{'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 82968, 'logo_path': '/gRROMOG5bpF6TIDMbfaa5gnFFzl.png', 'name': 'LuckyChap Entertainment', 'origin_country': 'US'}, {'id': 101339, 'logo_path': '/z6DzfKujoMRgiXAseuG9WphOGs7.png', 'name': 'Romulus Entertainment', 'origin_country': 'US'}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2019-11-27;0.0;98.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.091;170.0
Fatman;602211.0;False;/ckfwfLkl0CkafTasoRw5FILhZAS.jpg;;20000000.0;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}];http://mammothent.com/fatman;en;Fatman;A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.;19.893;/4n8QNNdk4BOX9Dslfbz5Dy6j1HK.jpg;[{'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 4080, 'logo_path': '/ilixMe6cYiJYozxjiZnbWqpv6aO.png', 'name': 'Zed Filmworks', 'origin_country': 'CA'}, {'id': 18922, 'logo_path': None, 'name': 'Windy Hill Pictures', 'origin_country': 'US'}, {'id': 20848, 'logo_path': '/htPfdm3yNRVsDz8CyyMozALKOO0.png', 'name': 'Rough House Pictures', 'origin_country': 'US'}, {'id': 68421, 'logo_path': '/oAuxCwdQ9pBMPKjsrw13D3ApXBg.png', 'name': 'Fortitude International', 'origin_country': 'US'}, {'id': 92336, 'logo_path': '/6Xc60wER3i1DfIBzIK1Ot7aI0EC.png', 'name': 'Sprockefeller Pictures', 'origin_country': 'US'}, {'id': 141496, 'logo_path': None, 'name': 'Mammoth Entertainment', 'origin_country': 'US'}, {'id': 141520, 'logo_path': None, 'name': 'RBL Studios', 'origin_country': 'US'}, {'id': 171436, 'logo_path': '/2PCuIrmhOMX9eGpxs8PQWjxfU3s.png', 'name': 'Carte Blanche', 'origin_country': 'US'}];[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2020-10-19;0.0;100.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;'Tis the season to get even.;False;5.509;633.0
The Life Ahead;667869.0;False;/bU3dXiQ1ffO7HodBbvv3UZkbcaE.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];https://www.netflix.com/title/81046378;it;La vita davanti a sé;In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.;8.931;/jDc3O9m8ELHRRu1WXdTC5pCdC4n.jpg;[{'id': 7699, 'logo_path': '/fHasfMWVRXGOmao2p1ijwicv9f4.png', 'name': 'Palomar', 'origin_country': 'IT'}, {'id': 66478, 'logo_path': '/u7WmMkfo9MqsqfD5cuDAbd0u1qY.png', 'name': 'Artemis Rising', 'origin_country': 'US'}];[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-03;0.0;94.0;[{'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;The bonds we forge can change us forever.;False;6.717;490.0
The Climb;595931.0;False;/7O4FQBE5QNmSODvTgQov6DtoExm.jpg;;0.0;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];;en;The Climb;Kyle and Mike are best friends who share a close bond — until Mike sleeps with Kyle’s fiancée. A stormy but enduring relationship ensues between Kyle, with limitless patience, and Mike, who only lives his life by sowing discord in that of others, across many years of laughter, heartbreak, and rage.;12.009;/x6f60UzIXfkFNofg7GTzMygegFc.jpg;[{'id': 99366, 'logo_path': '/r5UIazzNzEOUSEbxOfwWzEOBe5F.png', 'name': 'Topic Studios', 'origin_country': 'US'}, {'id': 118408, 'logo_path': None, 'name': 'Watch This Ready', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2019-05-17;0.0;94.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.23;102.0
Chick Fight;682377.0;False;/iZ6wYtPGO6Hg4yP7O1ZXpITcx7V.jpg;;0.0;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}];https://www.quiverdistribution.com/chick-fight;en;Chick Fight;When Anna Wyncomb is introduced to an underground, all-female fight club in order to turn the mess of her life around, she discovers she is much more personally connected to the history of the club than she could ever imagine.;10.642;/4ZocdxnOO6q2UbdKye2wgofLFhB.jpg;[{'id': 75355, 'logo_path': '/avj80RsunqwDbOS6oLp4plRE5UQ.png', 'name': 'Yale Productions', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-13;0.0;98.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}];Released;Hit like a girl.;False;5.864;187.0
The Princess Switch: Switched Again;643882.0;False;/zCHe8ckyufHVUZaoHu2DiF8evET.jpg;{'id': 713330, 'name': 'The Princess Switch Collection', 'poster_path': '/1PJKI4tpZ3AL25NOweayEkJ9xuF.jpg', 'backdrop_path': '/rkwHRTYEr8amIruz18ZN5eTNpWb.jpg'};10000000.0;[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}];https://www.netflix.com/title/81084350;en;The Princess Switch: Switched Again;When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.;25.046;/e4qXQXXaVYvHBE3Rx5x3qrmxorB.jpg;[{'id': 2090, 'logo_path': '/jYlUttNqcN5u1pzMQrh5AEhZ27t.png', 'name': 'Motion Picture Corporation of America', 'origin_country': 'US'}, {'id': 64216, 'logo_path': '/Eg9VjIFt743LPYaK8Ag0fuhWGo.png', 'name': 'Brad Krevoy Television', 'origin_country': 'US'}];[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-19;0.0;97.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;;False;6.9;752.0
Run;532870.0;False;/oKqsZr4Jq1Y3fPZ0ufgzUs2ToK2.jpg;;0.0;[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}];https://www.amazon.com/dp/B0B6MF7X16;en;Run Sweetheart Run;A woman runs for her life though the streets of Los Angeles after her blind date suddenly turns violent.;238.957;/9xf3aiAxjx2H34EwwVFFlOrr0nt.jpg;[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 35562, 'logo_path': '/cpeGUCuKo2vgaxzru9RvhJYBcdX.png', 'name': 'Gamechanger Films', 'origin_country': 'US'}, {'id': 106317, 'logo_path': None, 'name': 'Quiet Girl Productions', 'origin_country': 'US'}, {'id': 183833, 'logo_path': '/qEhSeYPZOWlNo1mF8lEee2nmdcG.png', 'name': 'Stuck On On', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-01-27;0.0;103.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;A first date from hell.;False;6.087;63.0
Sound of Metal;502033.0;False;/7b5R8FfGUzlxfhOkPpL3xyIeuyF.jpg;;0.0;[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}];https://www.amazon.com/dp/B08KZF3S81;en;Sound of Metal;Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.;18.381;/3178oOJKKPDeQ2legWQvMPpllv.jpg;[{'id': 150225, 'logo_path': '/iSIPCXcIC49HxbTfIdcqShuS8Uv.png', 'name': 'Ward Four', 'origin_country': 'US'}, {'id': 178367, 'logo_path': None, 'name': 'Flat 7', 'origin_country': 'US'}, {'id': 178404, 'logo_path': '/c0vZ3qicUq3z8WD5EF1oleLtNMf.png', 'name': 'Caviar', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-20;516520.0;121.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}];Released;Music was his world. Then silence revealed a new one.;False;7.748;1963.0
The Last Vermeer;622977.0;False;/A6Cv1K0anIlMHjrnljGkQ4hYisP.jpg;;0.0;[{'id': 18, 'name': 'Drama'}];http://www.thelastvermeer.com;en;The Last Vermeer;A soldier and member of the Dutch resistance investigates stolen art in the wake of the Second World War, including a Vermeer sold to the Nazis by a flamboyant forger.;9.596;/7CKxIyEIdHgkQzDixn68Hvwua90.jpg;[{'id': 81121, 'logo_path': '/yX4flP3T5bZuOQ8Qdw8XuoELU53.png', 'name': 'Imperative Entertainment', 'origin_country': 'US'}, {'id': 104363, 'logo_path': '/o89eCZi7e4DRjsBqMbiJR0QHLCH.png', 'name': '30WEST', 'origin_country': 'US'}];[{'iso_3166_1': 'US', 'name': 'United States of America'}];2020-11-20;0.0;118.0;[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}];Released;Deception is a fine art.;False;6.619;67.0
